x,y,z
-0.02775,0.0810871,0.0800636
0.03575,0.0918735,0.0565834
0.021,0.0644792,0.0530692
0.05825,0.0753734,0.0413106
-0.03025,0.109683,0.0795751
-0.005,0.0456506,0.0734915
0.01125,0.0592163,0.0637431
0.026,0.0772141,0.0557274
0.03125,0.0580986,0.0518583
-0.0145,0.144979,0.0922483
-0.0125,0.0450817,0.0547572
0.01175,0.0443225,0.0674902
-0.03925,0.0789772,0.0699941
-0.04475,0.166475,0.0439393
-0.045,0.0972446,0.065088
0.03825,0.094519,0.0540692
-0.00775,0.0369609,0.0763962
-0.01225,0.0743761,0.0809051
0.0105,0.105651,0.0670044
-0.0015,0.0470493,0.073608
0.059,0.0443847,0.0196249
0.0185,0.0468454,0.0582351
0.02825,0.0959051,0.0538302
-0.018,0.157185,0.0516261
0.063,0.0867073,0.0335587
-0.02975,0.0935491,0.0838926
0.02425,0.0537737,0.05041
0.01325,0.0759588,0.0663958
0.01625,0.0687619,0.0625521
-0.011,0.0476302,0.0522272
0.031,0.126545,0.0306816
-0.01275,0.0936667,0.085809
0.05925,0.0918187,0.0352202
-0.0085,0.138149,0.0963255
-0.0015,0.061162,0.0624246
-0.035,0.103497,0.0788587
0.0005,0.0584135,0.0625419
-0.01925,0.0855285,0.0854547
0.054,0.113062,0.0198727
-0.011,0.075082,0.0812646
-0.00625,0.0909192,0.0853313
-0.006,0.116393,0.0956501
-0.00575,0.0530156,0.0568957
0.00525,0.0426114,0.0774625
-0.03475,0.0403116,0.0560925
0.03525,0.108077,0.0452846
-0.011,0.172906,0.0313613
0.01575,0.103272,0.0610174
-0.0105,0.131354,0.0994988
-0.02675,0.151143,0.0851909
0.01975,0.101769,0.0588618
0.004,0.0993012,0.0771834
-0.01575,0.0699578,0.0767078
-0.01025,0.105768,0.0832882
0.0685,0.0521929,-0.00326765
0.04975,0.096769,0.0450217
0.017,0.0595915,0.0603825
0.00425,0.0753327,0.0758681
-0.03825,0.0999532,0.0765845
0.0475,0.124504,0.0170937
-0.002,0.144945,0.0862699
0.002,0.0626834,0.0639862
0.05275,0.0976785,0.0376448
-0.01825,0.141556,0.093947
0.0345,0.0925281,0.055865
-0.067,0.16396,0.0193233
-0.016,0.0598045,0.0626633
-0.00175,0.161692,0.0160276
-0.0205,0.10242,0.0843674
0.037,0.110069,0.0431252
-0.0205,0.120509,0.0990476
0.048,0.041757,0.0362381
0.0435,0.0673364,0.0539136
-0.0065,0.0481349,0.0571503
-0.00475,0.164626,0.0138647
0.0595,0.108426,0.0145242
-0.01875,0.130635,0.0970075
-0.02575,0.123736,0.0933847
-0.034,0.0770705,0.0719115
-0.01275,0.1004,0.0847277
0.0195,0.105147,0.0567075
0.069,0.0549679,-0.00435537
0.0005,0.0804537,0.0806631
0.0215,0.0673364,0.0539136
-0.02325,0.0990601,0.0850876
0.0045,0.0885513,0.0801811
-0.029,0.074566,0.0747888
-0.0305,0.0873168,0.0819787
-0.04775,0.0888273,0.0526295
-0.00475,0.123843,0.0984822
0.00625,0.0564716,0.0638607
-0.00675,0.0840954,0.0842573
-0.01325,0.0444932,0.0558399
-0.0155,0.0597596,0.0621831
0.04525,0.100503,0.0373938
-0.0155,0.0902784,0.0859306
0.0615,0.0478144,0.0101203
0.043,0.115292,0.0348704
-0.03725,0.0959121,0.0777832
0.001,0.106115,0.0764632
-0.0165,0.0401035,0.0606567
0.0465,0.12326,0.0217952
0.05925,0.0752889,0.040294
-0.0155,0.112373,0.0959896
-0.00725,0.126586,0.0998408
0.007,0.11245,0.0642514
0.05625,0.0428184,0.0255845
-0.00975,0.173628,0.0298371
0.01875,0.0555653,0.0544951
0.042,0.0616936,0.0530645
-0.0045,0.098292,0.0835311
-0.0075,0.101008,0.0834101
0.02475,0.0707372,0.0529596
0.00675,0.0412549,0.0777061
-0.00725,0.111603,0.0931604
0.038,0.0354701,0.0567073
0.06675,0.0766646,0.0227523
0.004,0.0716522,0.0725096
-0.024,0.0956759,0.0853289
0.01225,0.0913625,0.0707172
-0.00025,0.0413331,0.0784264
-0.02075,0.0482473,0.0513845
0.03275,0.0766841,0.0578844
-0.06025,0.156084,0.0298728
-0.0315,0.0858485,0.0803018
-0.02075,0.0742315,0.0791062
-0.04075,0.148093,0.0619469
0.04525,0.107564,0.0366396
-0.0695,0.163893,0.0145006
0.0305,0.0416174,0.0617331
-0.02,0.0690937,0.0745484
0.03625,0.108039,0.0446489
0.04025,0.114694,0.0370298
-0.03175,0.120933,0.088855
-0.0125,0.0438426,0.0563222
0.01675,0.0588889,0.0602617
-0.01475,0.149792,0.0878272
-0.0145,0.0544836,0.0505314
0.0625,0.068268,0.0321616
-0.019,0.0374525,0.0619852
0.0015,0.0470994,0.0740882
-0.01875,0.0977282,0.0855673
0.03675,0.0378224,0.058982
0.00325,0.0550583,0.0634992
0.00775,0.0997168,0.0722734
-0.019,0.139504,0.0945136
-0.02575,0.134648,0.0890794
-0.01125,0.117175,0.0994995
0.02525,0.127282,0.0310615
-0.013,0.138151,0.0965519
0.05,0.0698627,0.0507994
0.00325,0.127805,0.0914583
0.03425,0.121749,0.0358953
0.02275,0.08786,0.0592168
-0.035,0.116014,0.0841215
0.063,0.0621209,0.026453
-0.015,0.162867,0.0447095
-0.0165,0.155927,0.0772792
-0.009,0.0929801,0.0856896
-0.0005,0.102193,0.0800566
0.05275,0.0361183,0.0301585
0.0195,0.126621,0.0324597
-0.04625,0.147867,0.0461367
0.01875,0.048762,0.0564278
-0.009,0.129997,0.0999525
0.0385,0.0437288,0.0552417
-0.022,0.147726,0.089192
0.00975,0.102325,0.0695189
-0.03625,0.146927,0.0798001
-0.021,0.0488896,0.050782
-0.0155,0.0374525,0.0619852
-0.04625,0.0880868,0.0626908
-0.0375,0.037737,0.0517769
0.041,0.0802369,0.0590876
0.008,0.0814593,0.0758682
0.02675,0.0918441,0.0561043
-0.059,0.162686,0.0327793
0.012,0.125271,0.0344942
0.005,0.0557709,0.06374
-0.00875,0.117146,0.0984806
0.0395,0.0759725,0.0576437
-0.0335,0.0742793,0.0711912
0.03125,0.06662,0.0536725
-0.065,0.159585,0.0226317
0.06825,0.0529282,-0.00313451
-0.0135,0.110945,0.0936131
0.04675,0.0706783,0.05224
-0.01725,0.0855535,0.0858142
0.03125,0.0794918,0.0583675
0.05925,0.110403,0.0109709
0.05725,0.0986404,0.0307778
0.06125,0.0558053,0.026966
0.01975,0.0949763,0.0618541
0.05625,0.0699857,0.0439714
-0.028,0.140825,0.0873482
-0.02175,0.133324,0.0933827
0.06525,0.0839453,0.0252873
-0.0015,0.163812,0.0086626
0.017,0.0428996,0.0606486
0.0315,0.0428741,0.0604085
0.0225,0.107791,0.053476
0.05275,0.0588709,0.0450965
-0.00775,0.115769,0.097235
0.03225,0.0944979,0.0537099
0.0365,0.0440196,0.0580031
0.0075,0.0963948,0.0743098
0.025,0.0912643,0.0580205
0.00425,0.127288,0.0722677
-0.055,0.151253,0.038894
0.031,0.0503572,0.051378
0.0395,0.0830481,0.0596902
-0.0365,0.0706932,0.0608749
0.0365,0.100407,0.0466779
0.0005,0.086005,0.0825785
-0.03525,0.097398,0.0798187
0.00825,0.111741,0.0638922
0.0145,0.04989,0.0606285
0.059,0.0515499,0.0343182
-0.02,0.0984008,0.0854472
-0.0425,0.128057,0.0747807
0.046,0.123283,0.0223033
0.018,0.105206,0.0579048
0.03325,0.0680931,0.0546345
-0.04375,0.0797121,0.0613642
0.0375,0.0384175,0.0580196
0.01175,0.122148,0.0444059
0.0715,0.0616082,-0.0105796
0.032,0.108887,0.0470649
-0.01725,0.107129,0.0832876
-0.01825,0.0683915,0.0743084
-0.0115,0.0646075,0.0701077
0.05625,0.102768,0.0282414
-0.0055,0.112261,0.0927075
0.0495,0.0344128,0.034222
-0.0195,0.153201,0.0836326
0.039,0.0951702,0.0532311
-0.0415,0.134999,0.0738182
-0.0185,0.147726,0.0899843
0.05575,0.0498231,0.0386302
-0.00275,0.167495,0.00356108
0.066,0.080419,0.0254183
-0.06975,0.170564,0.0139811
-0.0265,0.0718203,0.0745487
0.0145,0.0752246,0.0657957
0.0445,0.0815102,0.0575313
0.0495,0.110704,0.029272
-0.0405,0.137752,0.0721396
-0.00575,0.110148,0.0902186
-0.0005,0.0379854,0.0793955
0.055,0.0752528,0.0482917
-0.03775,0.117996,0.0825645
0.01725,0.109977,0.0553923
0.0435,0.04389,0.0432087
-0.026,0.0956545,0.0849696
0.00325,0.0536833,0.0636206
0.04175,0.102121,0.0404477
0.0305,0.038941,0.0628216
0.034,0.106014,0.046173
0.02675,0.0474837,0.0576327
0.00025,0.0783208,0.079345
0.06275,0.0747822,0.0341939
0.047,0.0432974,0.0373764
0.02025,0.0566468,0.0512556
-0.057,0.168603,0.0397463
0.0175,0.111982,0.0532383
-0.02225,0.140174,0.0921359
-0.05275,0.162151,0.0452189
-0.01725,0.082806,0.0850971
0.01625,0.0785731,0.0645995
0.03675,0.120307,0.0355124
-0.005,0.10629,0.0800551
-0.03375,0.152481,0.080397
-0.00125,0.136078,0.0944012
0.01575,0.0674233,0.0630306
0.039,0.0977198,0.0486816
-0.0245,0.0440448,0.0582433
0.0265,0.0601241,0.0511417
0.0275,0.0856381,0.0570576
-0.03725,0.0761543,0.0689137
0.0065,0.113817,0.0637727
-0.0075,0.0736113,0.0798259
-0.003,0.087446,0.0838958
-0.0435,0.0804378,0.0618444
0.009,0.0949644,0.0733519
0.0075,0.085552,0.0759881
0.0435,0.0869938,0.0565803
0.06925,0.049942,-0.00407253
-0.021,0.0476302,0.0522272
0.0265,0.0814588,0.0568122
-0.0035,0.159668,0.0273279
-0.03375,0.109558,0.0768215
0.0115,0.0515299,0.0630261
-0.0085,0.0792801,0.0830613
0.025,0.0544836,0.0505314
0.02,0.102441,0.058383
-0.024,0.0997264,0.0848478
0.0655,0.063972,0.0152807
0.0265,0.118547,0.0430055
0.0245,0.0671729,0.051994
-0.00525,0.161804,0.023135
0.00775,0.084863,0.0758682
0.03775,0.0362637,0.0575455
-0.012,0.102401,0.0840082
0.009,0.0557943,0.0639801
-0.01975,0.0855202,0.0853349
0.0385,0.0487188,0.0491008
0.03775,0.0667539,0.0552322
-0.03925,0.134389,0.0775303
0.005,0.0503536,0.0651915
0.04025,0.0795447,0.0590867
0.019,0.121309,0.0416107
-0.03225,0.157912,0.0554608
0.03425,0.106712,0.0460464
0.02425,0.0551702,0.0504126
-0.066,0.162507,0.020976
0.0035,0.0899688,0.081139
0.06775,0.0543705,-0.00313832
-0.02,0.164264,0.0411524
0.00675,0.0848963,0.0763476
0.041,0.10431,0.0414672
-0.063,0.164062,0.0266843
0.02225,0.113853,0.0477035
0.04425,0.0594931,0.0518607
-0.0035,0.0942369,0.084012
-0.01475,0.0669023,0.0728683
0.0605,0.0814678,0.0385191
-0.00825,0.0382517,0.0755523
-0.0555,0.164287,0.0428023
-0.01375,0.0394566,0.0611389
-0.0375,0.142005,0.0759692
0.017,0.127891,0.0283933
0.048,0.0881109,0.0523896
-0.0345,0.142128,0.0830361
-0.0015,0.131325,0.0974603
0.0295,0.0658617,0.0529515
0.01075,0.074878,0.0701122
0.045,0.0855493,0.0557396
-0.04025,0.101176,0.0738299
-0.0205,0.105099,0.083528
0.00825,0.125884,0.0320799
0.06575,0.0458414,-0.00163686
0.025,0.10092,0.0559877
-0.015,0.0661246,0.0717882
-0.00975,0.078586,0.0828219
0.013,0.10149,0.0667648
0.01475,0.0633075,0.0632667
-0.02425,0.0949964,0.0853292
-0.021,0.0820705,0.0842585
-0.00175,0.0475801,0.0720452
-0.0245,0.083369,0.0835386
-0.009,0.162784,0.039252
0.003,0.0844931,0.0803022
-0.02375,0.141539,0.0905508
-0.0085,0.036202,0.0757978
-0.03175,0.0865506,0.080661
0.0275,0.0531348,0.0510092
0.0565,0.0929452,0.0409472
0.06725,0.079538,0.023257
0.0175,0.0429251,0.0608887
-0.02,0.113705,0.0956501
0.05125,0.0733526,0.0508057
-0.06425,0.169288,0.0354299
-0.052,0.149853,0.040166
0.01425,0.123294,0.0384354
0.0195,0.103811,0.0579044
0.03875,0.120234,0.033988
0.01925,0.0797474,0.0618437
0.0425,0.12073,0.0294159
-0.03075,0.0935271,0.0835333
0.01775,0.12855,0.0268681
0.03325,0.0422134,0.0607707
-0.05825,0.167875,0.039621
-0.039,0.128246,0.0813638
0.0255,0.104966,0.0529959
-0.0485,0.162911,0.0476285
-0.025,0.106408,0.0824498
0.01625,0.04632,0.0599181
0.03975,0.0538916,0.0516108
0.0535,0.0794424,0.0481802
-0.01875,0.043332,0.0581253
0.05975,0.0710422,0.039909
0.0265,0.0672138,0.0524739
0.00975,0.0705106,0.0669916
-0.0125,0.112377,0.0961028
-0.039,0.120023,0.0820849
-0.029,0.102338,0.0828107
-0.0095,0.0444241,0.0618452
0.00825,0.0483494,0.0660378
0.05075,0.0858684,0.0501097
-0.03325,0.146984,0.0839933
0.019,0.0790481,0.0617231
0.00925,0.0482999,0.0655575
-0.02,0.10108,0.0847273
-0.0255,0.0805249,0.0816221
-0.03725,0.101369,0.0774224
0.05875,0.0483267,0.0230446
0.004,0.0433027,0.0774607
-0.0425,0.0791548,0.0631616
-0.032,0.124323,0.0890798
0.025,0.040376,0.0631778
0.03275,0.0795358,0.0589669
0.00375,0.0694308,0.0704697
0.0215,0.102398,0.0575448
-0.01175,0.0757969,0.081744
-0.01425,0.0537737,0.05041
0.05125,0.0761171,0.0504512
-0.04375,0.166468,0.0434316
0.01775,0.0586969,0.0582209
0.01325,0.104889,0.0655676
0.06275,0.0994528,0.0213683
0.03875,0.0596266,0.0533011
0.0015,0.0993942,0.07886
0.002,0.102091,0.0781407
0.019,0.103817,0.0580242
-0.0215,0.131283,0.0945157
-0.0325,0.133877,0.0850736
-0.01175,0.119871,0.100293
-0.007,0.11779,0.097575
-0.01025,0.0827714,0.0846177
0.03025,0.0497875,0.0527011
0.04225,0.113259,0.0367738
-0.011,0.181692,0.0157376
0.0415,0.0544485,0.0501711
-0.01925,0.0445939,0.0568004
-0.06125,0.15606,0.0287304
0.03875,0.11889,0.0356375
-0.01925,0.0367806,0.0622273
-0.04275,0.0857923,0.0695178
0.0305,0.121158,0.038435
0.00325,0.0413331,0.0784264
-0.0425,0.0834766,0.0658019
0.038,0.0844401,0.0598117
0.003,0.0817038,0.0792243
-0.0045,0.0660824,0.0713082
-0.01625,0.136099,0.0965526
-0.00975,0.114435,0.0974612
0.03475,0.0553561,0.0523337
0.00625,0.106551,0.0713147
-0.003,0.0540486,0.0602561
0.0315,0.127869,0.0278852
-0.02025,0.0536559,0.0492092
-0.0075,0.13951,0.0954193
-0.0175,0.0691857,0.0756281
0.0535,0.0739473,0.049488
0.04975,0.0471673,0.0405377
0.044,0.0856219,0.056818
-0.01775,0.0496296,0.05114
-0.04925,0.149206,0.0428333
0.041,0.111233,0.0386777
-0.018,0.0489628,0.0515024
0.01125,0.124654,0.0367817
-0.0285,0.0775225,0.0777865
0.003,0.076098,0.0769473
0.01675,0.118065,0.0474519
0.0015,0.0953913,0.0805381
0.01,0.120384,0.0531222
-0.001,0.0748431,0.0782666
0.01125,0.103583,0.0671241
-0.01525,0.0909652,0.08605
0.05825,0.0425367,0.0227953
-0.04575,0.166476,0.0440662
0.013,0.083821,0.0707152
0.0445,0.0396827,0.0436004
-0.03975,0.0708352,0.054159
-0.02125,0.155248,0.0795569
-0.017,0.132689,0.0972333
0.03075,0.0723037,0.0551206
0.0095,0.0627051,0.0642262
-0.021,0.0346186,0.0616331
-0.062,0.17437,0.0314851
-0.0005,0.0832834,0.0823401
-0.02425,0.0769642,0.0793453
0.05,0.0343298,0.0334607
0.0615,0.0909569,0.0331831
0.00875,0.0551054,0.0639795
0.068,0.0827672,0.0193077
0.053,0.106197,0.0257049
0.00825,0.0821314,0.0757484
0.04675,0.119806,0.0250956
-0.0535,0.170049,0.0389815
0.00425,0.07675,0.0765876
0.031,0.0857268,0.0583755
0.0315,0.0602124,0.052102
0.03875,0.107911,0.0424877
-0.064,0.175824,0.0295787
0.06625,0.0642404,0.0102014
0.01725,0.075754,0.0637579
-0.00375,0.0881292,0.0840152
0.06925,0.0570673,-0.00503575
-0.03,0.114683,0.0848403
0.057,0.0874263,0.0428509
-0.01,0.106449,0.0832879
0.00225,0.060561,0.0633842
0.037,0.0603118,0.0531823
0.05,0.0712878,0.0511617
-0.0105,0.134072,0.0985916
-0.03875,0.087554,0.075389
-0.042,0.111042,0.0637724
0.04875,0.112858,0.0294027
-0.03775,0.133077,0.0806439
-0.017,0.0984008,0.0854472
0.02375,0.124586,0.0352575
0.056,0.0861623,0.0446308
-0.00625,0.0827109,0.0837787
0.01375,0.0911674,0.0676029
-0.02375,0.0394696,0.0612589
-0.03175,0.0380327,0.0609028
0.06575,0.0727245,0.0264431
0.0195,0.0733809,0.0599185
-0.0245,0.0805783,0.0823414
0.03025,0.10417,0.0510798
-0.02975,0.0796326,0.0787453
-0.0265,0.0942877,0.0848505
-0.021,0.121842,0.0988215
0.04325,0.0995412,0.0442607
-0.0055,0.115025,0.0948577
0.0085,0.11772,0.0568313
-0.02,0.0720872,0.0777872
0.0425,0.0951215,0.0523928
0.04125,0.0652594,0.0540302
-0.0295,0.150452,0.0851909
-0.03225,0.126382,0.0887399
-0.02925,0.11959,0.0893087
0.04925,0.0648722,0.0495907
0.057,0.108674,0.0188461
0.058,0.0760649,0.0411843
0.06475,0.0606227,0.0175729
0.001,0.108756,0.0743075
0.053,0.0566167,0.0434453
0.02375,0.0821187,0.0563338
-0.01425,0.165003,0.042166
-0.024,0.10375,0.0837681
0.02525,0.0947793,0.0585006
0.06025,0.0890768,0.0366164
-0.00075,0.131996,0.096554
-0.00025,0.138784,0.089985
0.03825,0.103739,0.0436283
0.0035,0.0503292,0.0649514
0.0505,0.117423,0.0205176
0.02375,0.0736179,0.0541634
0.01475,0.0660756,0.0633893
0.0025,0.127149,0.0931575
0.04075,0.114681,0.0367756
0.008,0.0896359,0.0759881
0.034,0.115632,0.0413511
-0.02925,0.0468778,0.051749
0.03575,0.094526,0.054189
-0.00125,0.0590356,0.0618223
0.0705,0.0603723,-0.00828302
0.039,0.105812,0.0428672
0.059,0.101922,0.0262054
0.02275,0.0849444,0.0570566
0.037,0.0439563,0.0574028
-0.06975,0.173627,0.0295833
-0.026,0.103725,0.0832891
0.043,0.0616501,0.0525845
0.043,0.0357549,0.0465303
0.01475,0.0980046,0.0662856
-0.027,0.0640719,0.0641074
0.046,0.0365511,0.0408168
0.04225,0.0863797,0.0577774
-0.02875,0.0989861,0.0837703
-0.071,0.181689,0.021193
-0.00275,0.0506498,0.0612269
0.03225,0.0999712,0.0513173
0.0385,0.103032,0.0436277
0.01225,0.0817509,0.0704747
0.01,0.0989889,0.0715549
-0.03475,0.156509,0.057381
-0.0115,0.0943386,0.0856889
-0.00875,0.157673,0.0374863
-0.03475,0.0892212,0.0800611
0.046,0.0799314,0.0548924
0.0265,0.0870017,0.0567001
-0.02225,0.0637501,0.0681872
0.0525,0.0919784,0.0470541
0.051,0.0640679,0.0483894
0.0445,0.124678,0.0210311
0.06,0.0452719,0.0139211
-0.0425,0.136317,0.0703446
0.044,0.057299,0.0507766
-0.0055,0.0404721,0.0768675
-0.04025,0.117878,0.0794526
0.0475,0.108088,0.0334623
-0.021,0.10242,0.0843674
0.0015,0.055689,0.0628994
-0.02225,0.0977145,0.0853278
-0.043,0.158608,0.0525826
-0.02925,0.0894403,0.0834154
0.02275,0.048811,0.0569081
-0.02525,0.0990399,0.0847284
0.0135,0.0752621,0.0662754
-0.0115,0.180212,0.0186584
-0.018,0.083489,0.0852165
-0.04075,0.0929097,0.073472
-0.00875,0.147038,0.0896448
0.042,0.0773409,0.0574058
-0.01075,0.12795,0.0998402
-0.02975,0.0894325,0.0832956
-0.01675,0.162163,0.0459804
0.00425,0.106649,0.0733501
0.067,0.0692368,0.010313
-0.01125,0.10578,0.0835277
-0.027,0.0846107,0.0819799
-0.01025,0.17363,0.0300909
-0.02875,0.0767594,0.0767075
0.02825,0.104235,0.0523969
-0.00425,0.0756454,0.0798253
-0.01525,0.129295,0.0987069
-0.024,0.0874702,0.0842552
0.01125,0.0927995,0.0716753
-0.01575,0.151155,0.0863892
0.01525,0.078627,0.0653188
0.0165,0.0567452,0.0595389
-0.00925,0.0813779,0.0840192
0.06375,0.0979861,0.0209837
0.03975,0.068164,0.0554742
-0.01,0.167121,0.0372115
0.001,0.0482118,0.071443
-0.0415,0.136364,0.0725
-0.0285,0.0427466,0.0592079
0.06275,0.0775686,0.0338128
-0.0245,0.102401,0.0840082
-0.01875,0.137455,0.0951935
-0.014,0.075082,0.0812646
-0.00925,0.0799828,0.0834206
0.0105,0.0976254,0.0717946
-0.0265,0.0655761,0.0655485
-0.0015,0.0480627,0.0700022
-0.0285,0.14497,0.087947
0.0415,0.0417007,0.0493628
0.031,0.0815873,0.0586099
0.048,0.0404116,0.0370019
0.00875,0.0902985,0.0756286
0.00175,0.0825033,0.0809021
-0.0115,0.0862356,0.0859336
0.0295,0.103498,0.0516781
0.05775,0.10656,0.0197311
-0.04525,0.155058,0.0516299
-0.013,0.0764924,0.0819835
0.0375,0.114154,0.040206
0.0655,0.07055,0.02581
-0.00775,0.170714,0.0316198
0.0475,0.0922882,0.0519124
-0.02825,0.116851,0.0881778
-0.04075,0.115009,0.0761019
-0.0245,0.0568619,0.0461073
-0.0285,0.111827,0.0817292
0.00225,0.0795967,0.0782658
0.03325,0.10125,0.0489231
0.0025,0.0516266,0.0639868
0.0335,0.0843907,0.0590927
-0.0045,0.138141,0.0954197
0.024,0.0814159,0.0562129
0.01925,0.0500182,0.0549827
-0.005,0.0956332,0.0846102
0.01275,0.0775527,0.0692741
0.05,0.0584484,0.0481382
-0.028,0.139425,0.0862703
0.025,0.0657475,0.0516317
0.0265,0.0347259,0.0625934
0.04825,0.0720434,0.0518826
0.043,0.0529805,0.049448
-0.0085,0.0736308,0.0800658
0.00325,0.0809373,0.0780258
0.03825,0.105152,0.0436295
-0.0145,0.112381,0.096216
0.02975,0.0382429,0.0628236
-0.008,0.128635,0.100066
-0.01575,0.118531,0.100179
0.012,0.0934734,0.0714357
0.01825,0.077059,0.0628
0.022,0.0758526,0.056085
0.027,0.0587174,0.0510192
-0.00125,0.0562508,0.0615793
-0.037,0.140636,0.0771677
0.03725,0.0823817,0.0600489
-0.00725,0.0990063,0.0841295
0.01375,0.0786539,0.0656784
-0.0635,0.175824,0.0295787
0.01825,0.0527652,0.0543738
0.05275,0.0418341,0.0300237
-0.0335,0.111723,0.0793349
0.0435,0.123392,0.0247165
-0.0425,0.140308,0.0594418
0.0085,0.105681,0.0676031
-0.02975,0.147024,0.0869885
-0.05,0.149914,0.042578
-0.04425,0.132787,0.068911
-0.01525,0.159314,0.0488645
0.0615,0.100314,0.023532
-0.04025,0.111911,0.0678426
0.01275,0.0647607,0.064108
0.0585,0.0620005,0.0409158
-0.004,0.0365241,0.0786787
-0.0555,0.152668,0.0381298
-0.0255,0.101054,0.0842483
-0.002,0.148985,0.0778821
0.04,0.0843989,0.0592125
-0.01025,0.153858,0.079198
0.035,0.119701,0.0376711
-0.00925,0.0381457,0.0745919
0.00325,0.0564367,0.0635005
-0.0135,0.112385,0.0963291
0.0485,0.0727215,0.0516439
-0.0065,0.140872,0.0941736
0.034,0.0659655,0.0541513
-0.0115,0.171461,0.0336486
-0.01125,0.162109,0.0425536
-0.043,0.154363,0.0535489
0.033,0.0745296,0.0569224
